lineID,day,pid,adFlag,availability,competitorPrice,click,basket,order,price,revenue,pid.1,manufacturer,group,content,unit,pharmForm,genericProduct,salesIndex,category,campaignIndex,rrp
412094,20,6200,0,1,6.55,0,0,1,5.31,5.31,6200,Manu1,2FOI,200,ST,TAB,0,40,171,,9.19
417622,20,12720,0,2,8.79,0,1,0,9.97,0,12720,Manu28,2FOI,400,ST,TAB,0,40,171,,10.77
417828,20,12720,0,2,8.79,0,0,1,9.97,9.97,12720,Manu28,2FOI,400,ST,TAB,0,40,171,,10.77
418309,20,6200,0,1,6.55,0,0,1,5.31,5.31,6200,Manu1,2FOI,200,ST,TAB,0,40,171,,9.19
418536,20,13193,0,1,16.16,1,0,0,15.9,0,13193,Manu198,2FOI,1000,ST,TAB,0,40,171,,20.35
418539,20,6200,0,1,6.55,1,0,0,5.31,0,6200,Manu1,2FOI,200,ST,TAB,0,40,171,,9.19
419106,20,13717,0,1,10.88,0,0,1,10.95,10.95,13717,Manu1,2FOI,420,ST,TAB,0,40,171,,14.74
425274,20,6200,0,1,6.55,1,0,0,5.31,0,6200,Manu1,2FOI,200,ST,TAB,0,40,171,,9.19
427608,21,10668,0,1,7.68,0,0,1,8.75,8.75,10668,Manu363,2FOI,400,ST,TAB,0,40,171,,10.89
429121,21,13193,0,1,13.73,0,0,1,15.9,15.9,13193,Manu198,2FOI,1000,ST,TAB,0,40,171,,20.35
432686,21,13193,0,1,13.73,0,1,0,15.9,0,13193,Manu198,2FOI,1000,ST,TAB,0,40,171,,20.35
432697,21,13193,0,1,13.73,0,0,1,15.9,15.9,13193,Manu198,2FOI,1000,ST,TAB,0,40,171,,20.35
433905,21,6200,0,1,6.56,1,0,0,6.55,0,6200,Manu1,2FOI,200,ST,TAB,0,40,171,,9.19
439840,21,6200,0,1,6.56,0,0,1,6.55,6.55,6200,Manu1,2FOI,200,ST,TAB,0,40,171,,9.19
440225,21,13193,0,1,13.73,0,1,0,15.9,0,13193,Manu198,2FOI,1000,ST,TAB,0,40,171,,20.35
442654,21,746,0,1,20.56,0,0,1,21.95,21.95,746,Manu1,2FOI,1000,ST,TAB,0,40,171,,28.55
446394,22,13716,0,1,11.79,0,1,0,10.95,0,13716,Manu1,2FOI,420,ST,TAB,0,40,171,,14.74
446400,22,12720,0,2,8.61,1,0,0,9.97,0,12720,Manu28,2FOI,400,ST,TAB,0,40,171,,10.77
447164,22,744,0,1,22.84,0,1,0,19.13,0,744,Manu1,2FOI,1000,ST,TAB,0,40,171,,28.55
447251,22,13313,0,1,6.59,0,1,0,8.49,0,13313,Manu1,2FOI,200,ST,TAB,0,40,171,,9.19
447279,22,744,0,1,22.84,0,0,1,19.13,19.13,744,Manu1,2FOI,1000,ST,TAB,0,40,171,,28.55
447772,22,13313,0,1,6.59,1,0,0,8.49,0,13313,Manu1,2FOI,200,ST,TAB,0,40,171,,9.19
449841,22,6200,0,1,6.55,1,0,0,6.55,0,6200,Manu1,2FOI,200,ST,TAB,0,40,171,,9.19
450420,22,6200,0,1,6.55,0,1,0,6.55,0,6200,Manu1,2FOI,200,ST,TAB,0,40,171,,9.19
450966,22,6200,0,1,6.55,0,0,1,6.55,6.55,6200,Manu1,2FOI,200,ST,TAB,0,40,171,,9.19
451047,22,6200,0,1,6.55,1,0,0,6.55,0,6200,Manu1,2FOI,200,ST,TAB,0,40,171,,9.19
451049,22,13717,0,1,11.14,0,1,0,10.95,0,13717,Manu1,2FOI,420,ST,TAB,0,40,171,,14.74
451742,22,17222,0,1,6.51,0,1,0,6.55,0,17222,Manu363,2FOI,15,G,GLO,0,40,171,,8.63
451827,22,13193,0,1,13.73,1,0,0,15.9,0,13193,Manu198,2FOI,1000,ST,TAB,0,40,171,,20.35
451856,22,13192,0,1,8.24,1,0,0,10.68,0,13192,Manu198,2FOI,400,ST,TAB,0,40,171,,11.55
453267,22,17238,0,1,13.07,0,0,1,12.04,12.04,17238,Manu363,2FOI,800,ST,TAB,0,40,171,,16.34
454434,22,13193,0,1,13.73,1,0,0,15.9,0,13193,Manu198,2FOI,1000,ST,TAB,0,40,171,,20.35
454483,22,17238,0,1,13.07,0,0,1,12.04,12.04,17238,Manu363,2FOI,800,ST,TAB,0,40,171,,16.34
457469,22,6196,0,1,6.94,1,0,0,8.49,0,6196,Manu1,2FOI,200,ST,TAB,0,40,171,,9.19
458717,22,13193,0,1,13.73,0,0,1,15.9,15.9,13193,Manu198,2FOI,1000,ST,TAB,0,40,171,,20.35
459186,22,13191,0,1,3.17,0,0,1,2.7,2.7,13191,Manu198,2FOI,100,ST,TAB,0,40,171,,4.35
463098,23,6200,0,1,6.56,1,0,0,6.55,0,6200,Manu1,2FOI,200,ST,TAB,0,40,171,,9.19
463616,23,13717,0,1,11.14,0,0,1,10.95,10.95,13717,Manu1,2FOI,420,ST,TAB,0,40,171,,14.74
465231,23,6200,0,1,6.56,0,0,1,6.55,6.55,6200,Manu1,2FOI,200,ST,TAB,0,40,171,,9.19
473265,23,13192,0,1,8.24,0,1,0,10.68,0,13192,Manu198,2FOI,400,ST,TAB,0,40,171,,11.55
473508,23,13192,0,1,8.24,0,0,1,10.68,21.36,13192,Manu198,2FOI,400,ST,TAB,0,40,171,,11.55
476357,24,12719,0,2,3.99,1,0,0,3.08,0,12719,Manu28,2FOI,100,ST,TAB,0,40,171,,3.99
476374,24,13193,0,1,16.16,0,0,1,15.9,15.9,13193,Manu198,2FOI,1000,ST,TAB,0,40,171,,20.35
476407,24,13313,0,1,6.59,1,0,0,8.49,0,13313,Manu1,2FOI,200,ST,TAB,0,40,171,,9.19
476424,24,6200,0,1,6.55,0,1,0,6.55,0,6200,Manu1,2FOI,200,ST,TAB,0,40,171,,9.19
477557,24,13193,0,1,16.16,0,0,1,15.9,15.9,13193,Manu198,2FOI,1000,ST,TAB,0,40,171,,20.35
478289,24,6200,0,1,6.55,0,0,1,6.55,6.55,6200,Manu1,2FOI,200,ST,TAB,0,40,171,,9.19
481702,24,6200,0,1,6.55,0,0,1,6.55,6.55,6200,Manu1,2FOI,200,ST,TAB,0,40,171,,9.19
484711,24,6196,0,1,6.94,1,0,0,8.49,0,6196,Manu1,2FOI,200,ST,TAB,0,40,171,,9.19
484717,24,13715,0,2,11.79,0,1,0,10.95,0,13715,Manu1,2FOI,420,ST,TAB,0,40,171,,14.74
484779,24,6200,0,1,6.55,1,0,0,6.55,0,6200,Manu1,2FOI,200,ST,TAB,0,40,171,,9.19
484786,24,13193,0,1,16.16,0,1,0,15.9,0,13193,Manu198,2FOI,1000,ST,TAB,0,40,171,,20.35
486425,24,13717,0,1,10.88,0,1,0,10.95,0,13717,Manu1,2FOI,420,ST,TAB,0,40,171,,14.74
486483,24,13192,0,1,8.24,0,1,0,7.51,0,13192,Manu198,2FOI,400,ST,TAB,0,40,171,,11.55
491674,24,6200,0,1,6.55,1,0,0,6.55,0,6200,Manu1,2FOI,200,ST,TAB,0,40,171,,9.19
492866,24,13717,0,1,10.88,0,1,0,10.95,0,13717,Manu1,2FOI,420,ST,TAB,0,40,171,,14.74
493137,24,6200,0,1,6.55,0,0,1,6.55,6.55,6200,Manu1,2FOI,200,ST,TAB,0,40,171,,9.19
494023,24,13716,0,1,10.95,1,0,0,10.95,0,13716,Manu1,2FOI,420,ST,TAB,0,40,171,,14.74
499304,25,6200,0,1,6.55,1,0,0,6.55,0,6200,Manu1,2FOI,200,ST,TAB,0,40,171,,9.19
500355,25,13715,0,2,10.99,0,1,0,10.95,0,13715,Manu1,2FOI,420,ST,TAB,0,40,171,,14.74
500574,25,6196,0,1,6.94,0,0,1,8.49,8.49,6196,Manu1,2FOI,200,ST,TAB,0,40,171,,9.19
500586,25,13193,0,1,16.16,1,0,0,15.9,0,13193,Manu198,2FOI,1000,ST,TAB,0,40,171,,20.35
502698,25,6200,0,1,6.55,0,0,1,6.55,6.55,6200,Manu1,2FOI,200,ST,TAB,0,40,171,,9.19
519654,25,13717,0,1,10.88,0,1,0,10.95,0,13717,Manu1,2FOI,420,ST,TAB,0,40,171,,14.74
521868,26,6200,0,1,6.55,0,1,0,6.55,0,6200,Manu1,2FOI,200,ST,TAB,0,40,171,,9.19
522191,26,13276,0,2,7.25,1,0,0,7.99,0,13276,Manu198,2FOI,30,ML,TRO,0,40,171,,8.63
526193,26,13313,0,1,6.59,0,0,1,8.49,8.49,13313,Manu1,2FOI,200,ST,TAB,0,40,171,,9.19
533944,26,6200,0,1,6.55,0,1,0,6.55,0,6200,Manu1,2FOI,200,ST,TAB,0,40,171,,9.19
534123,26,6200,0,1,6.55,1,0,0,6.55,0,6200,Manu1,2FOI,200,ST,TAB,0,40,171,,9.19
534342,26,743,0,1,3.85,0,1,0,3.25,0,743,Manu1,2FOI,80,ST,TAB,0,40,171,,4.73
535366,26,13313,0,1,6.59,1,0,0,8.49,0,13313,Manu1,2FOI,200,ST,TAB,0,40,171,,9.19
537094,26,745,0,1,3.85,0,0,1,3.25,3.25,745,Manu1,2FOI,80,ST,TAB,0,40,171,,4.73
538068,26,6200,0,1,6.55,0,0,1,6.55,6.55,6200,Manu1,2FOI,200,ST,TAB,0,40,171,,9.19
538626,26,13193,0,1,16.16,0,0,1,15.9,15.9,13193,Manu198,2FOI,1000,ST,TAB,0,40,171,,20.35
539283,26,743,0,1,3.85,1,0,0,3.25,0,743,Manu1,2FOI,80,ST,TAB,0,40,171,,4.73
539285,26,13716,0,1,10.95,1,0,0,10.95,0,13716,Manu1,2FOI,420,ST,TAB,0,40,171,,14.74
540829,26,743,0,1,3.85,0,1,0,3.25,0,743,Manu1,2FOI,80,ST,TAB,0,40,171,,4.73
543393,26,13313,0,1,6.59,1,0,0,8.49,0,13313,Manu1,2FOI,200,ST,TAB,0,40,171,,9.19
543464,26,743,0,1,3.85,0,0,1,3.25,3.25,743,Manu1,2FOI,80,ST,TAB,0,40,171,,4.73
546138,26,13193,0,1,16.16,1,0,0,15.9,0,13193,Manu198,2FOI,1000,ST,TAB,0,40,171,,20.35
551689,26,13313,0,1,6.59,1,0,0,8.49,0,13313,Manu1,2FOI,200,ST,TAB,0,40,171,,9.19
552706,26,6200,0,1,6.55,0,0,1,6.55,6.55,6200,Manu1,2FOI,200,ST,TAB,0,40,171,,9.19
559002,27,13313,0,1,6.59,0,0,1,8.49,8.49,13313,Manu1,2FOI,200,ST,TAB,0,40,171,,9.19
560006,27,6200,0,1,6.55,1,0,0,6.55,0,6200,Manu1,2FOI,200,ST,TAB,0,40,171,,9.19
560356,27,13313,0,1,6.59,0,1,0,8.49,0,13313,Manu1,2FOI,200,ST,TAB,0,40,171,,9.19
564829,27,13193,0,1,16.16,1,0,0,15.9,0,13193,Manu198,2FOI,1000,ST,TAB,0,40,171,,20.35
564845,27,13192,0,1,9.34,0,1,0,10.68,0,13192,Manu198,2FOI,400,ST,TAB,0,40,171,,11.55
565052,27,13716,0,1,10.95,0,1,0,10.95,0,13716,Manu1,2FOI,420,ST,TAB,0,40,171,,14.74
566350,27,13192,0,1,9.34,0,0,1,10.68,10.68,13192,Manu198,2FOI,400,ST,TAB,0,40,171,,11.55
569285,27,6200,0,1,6.55,0,0,1,6.55,6.55,6200,Manu1,2FOI,200,ST,TAB,0,40,171,,9.19
570091,27,13191,0,1,4.35,0,1,0,2.7,0,13191,Manu198,2FOI,100,ST,TAB,0,40,171,,4.35
570105,27,13193,0,1,16.16,0,1,0,15.9,0,13193,Manu198,2FOI,1000,ST,TAB,0,40,171,,20.35
571735,27,13313,0,1,6.59,1,0,0,8.49,0,13313,Manu1,2FOI,200,ST,TAB,0,40,171,,9.19
571850,27,6200,0,1,6.55,1,0,0,6.55,0,6200,Manu1,2FOI,200,ST,TAB,0,40,171,,9.19
571957,27,6200,0,1,6.55,1,0,0,6.55,0,6200,Manu1,2FOI,200,ST,TAB,0,40,171,,9.19
573426,27,6200,0,1,6.55,0,1,0,6.55,0,6200,Manu1,2FOI,200,ST,TAB,0,40,171,,9.19
573616,27,6200,0,1,6.55,0,0,1,6.55,6.55,6200,Manu1,2FOI,200,ST,TAB,0,40,171,,9.19
574824,27,13717,0,1,10.88,0,0,1,10.95,10.95,13717,Manu1,2FOI,420,ST,TAB,0,40,171,,14.74
577847,27,743,0,1,3.85,0,0,1,3.25,3.25,743,Manu1,2FOI,80,ST,TAB,0,40,171,,4.73
590148,27,13193,0,1,16.16,0,0,1,15.9,15.9,13193,Manu198,2FOI,1000,ST,TAB,0,40,171,,20.35
593468,28,13313,0,1,6.56,1,0,0,8.49,0,13313,Manu1,2FOI,200,ST,TAB,0,40,171,,9.19
594637,28,13193,0,1,13.73,0,0,1,15.9,15.9,13193,Manu198,2FOI,1000,ST,TAB,0,40,171,,20.35
594710,28,13193,0,1,13.73,0,0,1,15.9,15.9,13193,Manu198,2FOI,1000,ST,TAB,0,40,171,,20.35
594762,28,6200,0,1,6.55,1,0,0,6.55,0,6200,Manu1,2FOI,200,ST,TAB,0,40,171,,9.19
600491,28,6200,0,1,6.55,1,0,0,6.55,0,6200,Manu1,2FOI,200,ST,TAB,0,40,171,,9.19
601058,28,13313,0,1,6.56,0,0,1,8.49,8.49,13313,Manu1,2FOI,200,ST,TAB,0,40,171,,9.19
603192,28,6200,0,1,6.55,0,1,0,6.55,0,6200,Manu1,2FOI,200,ST,TAB,0,40,171,,9.19
605947,28,13193,0,1,13.73,1,0,0,15.9,0,13193,Manu198,2FOI,1000,ST,TAB,0,40,171,,20.35
607873,28,6200,0,1,6.55,0,0,1,6.55,6.55,6200,Manu1,2FOI,200,ST,TAB,0,40,171,,9.19
608026,28,6200,0,1,6.55,1,0,0,6.55,0,6200,Manu1,2FOI,200,ST,TAB,0,40,171,,9.19
608412,28,13313,0,1,6.56,1,0,0,8.49,0,13313,Manu1,2FOI,200,ST,TAB,0,40,171,,9.19
635471,29,743,0,1,3.78,1,0,0,3.25,0,743,Manu1,2FOI,80,ST,TAB,0,40,171,,4.73
641806,29,17238,0,1,13.07,1,0,0,12.04,0,17238,Manu363,2FOI,800,ST,TAB,0,40,171,,16.34
641820,29,17222,0,1,6.51,0,1,0,6.55,0,17222,Manu363,2FOI,15,G,GLO,0,40,171,,8.63
642630,29,13193,0,1,13.73,0,0,1,13.77,13.77,13193,Manu198,2FOI,1000,ST,TAB,0,40,171,,20.35
645006,29,6200,0,1,6.55,1,0,0,6.55,0,6200,Manu1,2FOI,200,ST,TAB,0,40,171,,9.19
645647,29,13313,0,1,6.59,1,0,0,8.49,0,13313,Manu1,2FOI,200,ST,TAB,0,40,171,,9.19
648331,29,13193,0,1,13.73,0,1,0,13.77,0,13193,Manu198,2FOI,1000,ST,TAB,0,40,171,,20.35
664161,30,10668,0,1,8.71,0,1,0,8.75,0,10668,Manu363,2FOI,400,ST,TAB,0,40,171,,10.89
664694,30,10668,0,1,8.71,0,0,1,8.75,8.75,10668,Manu363,2FOI,400,ST,TAB,0,40,171,,10.89
670942,30,13191,0,1,3.28,0,1,0,2.7,0,13191,Manu198,2FOI,100,ST,TAB,0,40,171,,4.35
671261,30,13191,0,1,3.28,0,0,1,2.7,2.7,13191,Manu198,2FOI,100,ST,TAB,0,40,171,,4.35
674471,30,13313,0,1,6.59,1,0,0,8.49,0,13313,Manu1,2FOI,200,ST,TAB,0,40,171,,9.19
676971,30,745,0,1,3.26,1,0,0,3.25,0,745,Manu1,2FOI,80,ST,TAB,0,40,171,,4.73
677863,30,6200,0,1,6.55,1,0,0,6.55,0,6200,Manu1,2FOI,200,ST,TAB,0,40,171,,9.19
687691,31,744,0,1,22.84,1,0,0,21.95,0,744,Manu1,2FOI,1000,ST,TAB,0,40,171,,28.55
690280,31,6200,0,1,6.59,1,0,0,6.55,0,6200,Manu1,2FOI,200,ST,TAB,0,40,171,,9.19
698241,31,13717,0,1,11.12,0,1,0,10.95,0,13717,Manu1,2FOI,420,ST,TAB,0,40,171,,14.74
699187,31,6200,0,1,6.59,0,1,0,6.55,0,6200,Manu1,2FOI,200,ST,TAB,0,40,171,,9.19
700022,31,6200,0,1,6.59,0,0,1,6.55,6.55,6200,Manu1,2FOI,200,ST,TAB,0,40,171,,9.19
700027,31,13717,0,1,11.12,0,0,1,10.95,10.95,13717,Manu1,2FOI,420,ST,TAB,0,40,171,,14.74
703909,31,13192,0,1,8.24,1,0,0,10.68,0,13192,Manu198,2FOI,400,ST,TAB,0,40,171,,11.55
704621,31,13193,0,1,16.16,1,0,0,15.9,0,13193,Manu198,2FOI,1000,ST,TAB,0,40,171,,20.35
704631,31,13191,0,1,3.28,1,0,0,2.7,0,13191,Manu198,2FOI,100,ST,TAB,0,40,171,,4.35
708671,31,6200,0,1,6.59,0,1,0,6.55,0,6200,Manu1,2FOI,200,ST,TAB,0,40,171,,9.19
710793,31,6200,0,1,6.59,0,0,1,6.55,6.55,6200,Manu1,2FOI,200,ST,TAB,0,40,171,,9.19
713445,31,13193,0,1,16.16,1,0,0,15.9,0,13193,Manu198,2FOI,1000,ST,TAB,0,40,171,,20.35
713645,31,743,0,1,3.78,1,0,0,3.25,0,743,Manu1,2FOI,80,ST,TAB,0,40,171,,4.73
713663,31,744,0,1,22.84,1,0,0,21.95,0,744,Manu1,2FOI,1000,ST,TAB,0,40,171,,28.55
719292,31,6200,0,1,6.59,1,0,0,6.55,0,6200,Manu1,2FOI,200,ST,TAB,0,40,171,,9.19
719561,31,745,0,1,3.26,0,0,1,3.25,3.25,745,Manu1,2FOI,80,ST,TAB,0,40,171,,4.73
719636,31,746,0,1,20.79,0,0,1,21.95,21.95,746,Manu1,2FOI,1000,ST,TAB,0,40,171,,28.55
725253,32,6200,0,1,6.55,1,0,0,6.55,0,6200,Manu1,2FOI,200,ST,TAB,0,40,171,,9.19
725261,32,13717,0,1,11.12,1,0,0,10.95,0,13717,Manu1,2FOI,420,ST,TAB,0,40,171,,14.74
739884,32,6200,0,1,6.55,0,0,1,6.55,6.55,6200,Manu1,2FOI,200,ST,TAB,0,40,171,,9.19
740503,32,6200,0,1,6.55,1,0,0,6.55,0,6200,Manu1,2FOI,200,ST,TAB,0,40,171,,9.19
745813,32,13193,0,1,16.16,1,0,0,15.9,0,13193,Manu198,2FOI,1000,ST,TAB,0,40,171,,20.35
747228,32,12719,0,2,3.99,1,0,0,3.7,0,12719,Manu28,2FOI,100,ST,TAB,0,40,171,,3.99
747290,32,13192,0,1,9.34,1,0,0,7.84,0,13192,Manu198,2FOI,400,ST,TAB,0,40,171,,11.55
748556,32,13193,0,1,16.16,0,1,0,15.9,0,13193,Manu198,2FOI,1000,ST,TAB,0,40,171,,20.35
748873,32,13193,0,1,16.16,0,0,1,15.9,15.9,13193,Manu198,2FOI,1000,ST,TAB,0,40,171,,20.35
750189,32,13717,0,1,11.12,1,0,0,10.95,0,13717,Manu1,2FOI,420,ST,TAB,0,40,171,,14.74
751110,32,13193,0,1,16.16,1,0,0,15.9,0,13193,Manu198,2FOI,1000,ST,TAB,0,40,171,,20.35
752418,32,8158,0,3,23.9,1,0,0,23.28,0,8158,Manu322,2FOI,1000,ST,TAB,0,40,171,,28.55
753143,32,13192,0,1,9.34,0,1,0,7.84,0,13192,Manu198,2FOI,400,ST,TAB,0,40,171,,11.55
753238,32,13192,0,1,9.34,0,0,1,7.84,7.84,13192,Manu198,2FOI,400,ST,TAB,0,40,171,,11.55
763402,33,743,0,1,3.85,1,0,0,3.25,0,743,Manu1,2FOI,80,ST,TAB,0,40,171,,4.73
767951,33,743,0,1,3.85,1,0,0,3.25,0,743,Manu1,2FOI,80,ST,TAB,0,40,171,,4.73
768621,33,13193,0,1,16.16,1,0,0,15.9,0,13193,Manu198,2FOI,1000,ST,TAB,0,40,171,,20.35
768760,33,10145,0,1,7.36,1,0,0,7.57,0,10145,Manu193,2FOI,200,ST,TAB,0,40,171,,8.18
770683,33,6200,0,1,6.55,0,1,0,6.55,0,6200,Manu1,2FOI,200,ST,TAB,0,40,171,,9.19
774849,33,13193,0,1,16.16,1,0,0,15.9,0,13193,Manu198,2FOI,1000,ST,TAB,0,40,171,,20.35
776709,33,13313,0,1,6.59,1,0,0,8.49,0,13313,Manu1,2FOI,200,ST,TAB,0,40,171,,9.19
776921,33,6200,0,1,6.55,0,0,1,6.55,6.55,6200,Manu1,2FOI,200,ST,TAB,0,40,171,,9.19
779473,33,13276,0,2,6.57,0,1,0,7.99,0,13276,Manu198,2FOI,30,ML,TRO,0,40,171,,8.63
779776,33,13313,0,1,6.59,0,1,0,8.49,0,13313,Manu1,2FOI,200,ST,TAB,0,40,171,,9.19
779791,33,13192,0,1,9.34,0,1,0,10.68,0,13192,Manu198,2FOI,400,ST,TAB,0,40,171,,11.55
781750,33,13192,0,1,9.34,1,0,0,10.68,0,13192,Manu198,2FOI,400,ST,TAB,0,40,171,,11.55
781761,33,13191,0,1,3.28,0,1,0,2.7,0,13191,Manu198,2FOI,100,ST,TAB,0,40,171,,4.35
783447,33,13193,0,1,16.16,0,0,1,15.9,15.9,13193,Manu198,2FOI,1000,ST,TAB,0,40,171,,20.35
783922,33,6200,0,1,6.55,0,1,0,6.55,0,6200,Manu1,2FOI,200,ST,TAB,0,40,171,,9.19
783988,33,745,0,1,3.85,1,0,0,3.25,0,745,Manu1,2FOI,80,ST,TAB,0,40,171,,4.73
785094,33,17238,0,1,11.97,0,0,1,12.04,12.04,17238,Manu363,2FOI,800,ST,TAB,0,40,171,,16.34
785662,33,13193,0,1,16.16,1,0,0,15.9,0,13193,Manu198,2FOI,1000,ST,TAB,0,40,171,,20.35
786540,33,6200,0,1,6.55,1,0,0,6.55,0,6200,Manu1,2FOI,200,ST,TAB,0,40,171,,9.19
786559,33,17222,0,1,6.91,1,0,0,6.55,0,17222,Manu363,2FOI,15,G,GLO,0,40,171,,8.63
787011,33,10668,0,1,7.69,0,0,1,8.75,8.75,10668,Manu363,2FOI,400,ST,TAB,0,40,171,,10.89
788092,33,13717,0,1,10.88,0,0,1,10.95,10.95,13717,Manu1,2FOI,420,ST,TAB,0,40,171,,14.74
788315,33,745,0,1,3.85,1,0,0,3.25,0,745,Manu1,2FOI,80,ST,TAB,0,40,171,,4.73
788619,33,6200,0,1,6.55,1,0,0,6.55,0,6200,Manu1,2FOI,200,ST,TAB,0,40,171,,9.19
789452,33,13313,0,1,6.59,0,0,1,8.49,8.49,13313,Manu1,2FOI,200,ST,TAB,0,40,171,,9.19
790664,33,13191,0,1,3.28,0,0,1,2.7,2.7,13191,Manu198,2FOI,100,ST,TAB,0,40,171,,4.35
795938,33,13192,0,1,9.34,0,0,1,10.68,10.68,13192,Manu198,2FOI,400,ST,TAB,0,40,171,,11.55
798247,33,13193,0,1,16.16,1,0,0,15.9,0,13193,Manu198,2FOI,1000,ST,TAB,0,40,171,,20.35
798587,33,17238,0,1,11.97,0,1,0,12.04,0,17238,Manu363,2FOI,800,ST,TAB,0,40,171,,16.34
800374,33,746,0,1,20.85,1,0,0,21.95,0,746,Manu1,2FOI,1000,ST,TAB,0,40,171,,28.55
800410,33,17238,0,1,11.97,0,0,1,12.04,12.04,17238,Manu363,2FOI,800,ST,TAB,0,40,171,,16.34
800956,33,746,0,1,20.85,0,0,1,21.95,21.95,746,Manu1,2FOI,1000,ST,TAB,0,40,171,,28.55
801213,33,6200,0,1,6.55,0,1,0,6.55,0,6200,Manu1,2FOI,200,ST,TAB,0,40,171,,9.19
802156,33,6200,0,1,6.55,1,0,0,6.55,0,6200,Manu1,2FOI,200,ST,TAB,0,40,171,,9.19
806247,34,13313,0,1,6.59,1,0,0,7.78,0,13313,Manu1,2FOI,200,ST,TAB,0,40,171,,9.19
816106,34,13193,0,1,16.16,1,0,0,15.9,0,13193,Manu198,2FOI,1000,ST,TAB,0,40,171,,20.35
816839,34,6200,0,1,6.56,1,0,0,6.55,0,6200,Manu1,2FOI,200,ST,TAB,0,40,171,,9.19
816925,34,6200,0,1,6.56,0,1,0,6.55,0,6200,Manu1,2FOI,200,ST,TAB,0,40,171,,9.19
827695,34,6200,0,1,6.56,1,0,0,6.55,0,6200,Manu1,2FOI,200,ST,TAB,0,40,171,,9.19
828669,34,13193,0,1,16.16,0,1,0,15.9,0,13193,Manu198,2FOI,1000,ST,TAB,0,40,171,,20.35
829491,34,13193,0,1,16.16,0,1,0,15.9,0,13193,Manu198,2FOI,1000,ST,TAB,0,40,171,,20.35
829494,34,13313,0,1,6.59,1,0,0,7.78,0,13313,Manu1,2FOI,200,ST,TAB,0,40,171,,9.19
831430,34,13193,0,1,16.16,1,0,0,15.9,0,13193,Manu198,2FOI,1000,ST,TAB,0,40,171,,20.35
831621,34,13192,0,1,9.34,0,0,1,10.68,10.68,13192,Manu198,2FOI,400,ST,TAB,0,40,171,,11.55
836367,34,746,0,1,20.85,0,0,1,21.95,21.95,746,Manu1,2FOI,1000,ST,TAB,0,40,171,,28.55
839443,34,13191,0,1,3.28,0,0,1,2.7,2.7,13191,Manu198,2FOI,100,ST,TAB,0,40,171,,4.35
842505,35,745,0,1,3.26,1,0,0,3.25,0,745,Manu1,2FOI,80,ST,TAB,0,40,171,,4.73
844613,35,13313,0,1,6.56,0,1,0,7.11,0,13313,Manu1,2FOI,200,ST,TAB,0,40,171,,9.19
849218,35,745,0,1,3.26,1,0,0,3.25,0,745,Manu1,2FOI,80,ST,TAB,0,40,171,,4.73
851123,35,745,0,1,3.26,1,0,0,3.25,0,745,Manu1,2FOI,80,ST,TAB,0,40,171,,4.73
851462,35,744,0,1,20.83,1,0,0,21.95,0,744,Manu1,2FOI,1000,ST,TAB,0,40,171,,28.55
857379,35,6200,0,1,6.56,0,1,0,6.03,0,6200,Manu1,2FOI,200,ST,TAB,0,40,171,,9.19
860487,35,13191,0,1,3.17,0,0,1,2.7,2.7,13191,Manu198,2FOI,100,ST,TAB,0,40,171,,4.35
861285,35,13193,0,1,13.73,0,0,1,15.9,15.9,13193,Manu198,2FOI,1000,ST,TAB,0,40,171,,20.35
861341,35,6200,0,1,6.56,0,1,0,6.03,0,6200,Manu1,2FOI,200,ST,TAB,0,40,171,,9.19
861523,35,743,0,1,3.41,0,1,0,3.25,0,743,Manu1,2FOI,80,ST,TAB,0,40,171,,4.73
861650,35,6200,0,1,6.56,0,0,1,6.03,6.03,6200,Manu1,2FOI,200,ST,TAB,0,40,171,,9.19
862020,35,13716,0,1,10.56,0,0,1,10.95,10.95,13716,Manu1,2FOI,420,ST,TAB,0,40,171,,14.74
863966,35,6200,0,1,6.56,1,0,0,6.03,0,6200,Manu1,2FOI,200,ST,TAB,0,40,171,,9.19
864585,35,13191,0,1,3.17,0,1,0,2.7,0,13191,Manu198,2FOI,100,ST,TAB,0,40,171,,4.35
866280,35,6200,0,1,6.56,0,0,1,6.03,12.06,6200,Manu1,2FOI,200,ST,TAB,0,40,171,,9.19
869701,35,746,0,1,20.78,1,0,0,21.95,0,746,Manu1,2FOI,1000,ST,TAB,0,40,171,,28.55
873376,35,6200,0,1,6.56,0,1,0,6.03,0,6200,Manu1,2FOI,200,ST,TAB,0,40,171,,9.19
873424,35,13192,0,1,9.34,0,1,0,9.79,0,13192,Manu198,2FOI,400,ST,TAB,0,40,171,,11.55
873744,35,13193,0,1,13.73,0,0,1,15.9,15.9,13193,Manu198,2FOI,1000,ST,TAB,0,40,171,,20.35
876861,35,13313,0,1,6.56,1,0,0,7.11,0,13313,Manu1,2FOI,200,ST,TAB,0,40,171,,9.19
876926,35,18292,0,1,3.34,1,0,0,3.86,0,18292,Manu363,2FOI,100,ST,TAB,0,40,171,,4.18
880403,36,17222,0,1,6.51,1,0,0,6.55,0,17222,Manu363,2FOI,15,G,GLO,0,40,171,,8.63
885730,36,13717,0,1,11.12,0,1,0,10.95,0,13717,Manu1,2FOI,420,ST,TAB,0,40,171,,14.74
